SERVICE_REQUEST_ID	STATUS	SERVICE_NAME	SERVICE_CODE	DESCRIPTION	AGENCY_RESPONSIBLE	REQUESTED_DATETIME	UPDATED_DATETIME	EXPECTED_DATETIME	ADDRESS	ZIPCODE	LATITUDE	LONGITUDE	REQUESTED_DATE	UPDATED_DATE	LAST_TABLE_UPDATE
SR21005906	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Basement apartment. Bathroom ceiling leaks. Common hallway leaks. Spider infestation. """	Cinc Building Dept	2021-01-25	2021-02-08	2022-01-25	"""3951 W 8TH ST - GJ0914231303 """	45205	39.1058008048856	-84.5812737298322	01/25/2021 12:00:00 AM	02/08/2021 12:00:00 AM	02/08/2021 12:00:00 AM
SR21005981	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-01-25	2021-02-08	2022-01-25	"""1035 PARKSON PL, CINC - """	45204	39.1109995255405	-84.5597652674057	01/25/2021 12:00:00 AM	02/08/2021 12:00:00 AM	02/08/2021 12:00:00 AM
SR21004168	CLOS	"""Building, residential"""	"""BLD-RES"""	"""No hot water"""	Cinc Building Dept	2021-01-19	2021-02-08	2022-01-19	"""5469 KIRBY AV - GJ1007640802 """	45223	39.1910989981159	-84.5675415341136	01/19/2021 12:00:00 AM	02/08/2021 12:00:00 AM	02/08/2021 12:00:00 AM
SR21008896	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-05	2021-02-09	2022-02-05	"""1027 GRAND AV, CINC - GJ1089331927"""	45205	39.1110076813483	-84.5608512621449	02/05/2021 12:00:00 AM	02/09/2021 12:00:00 AM	02/09/2021 12:00:00 AM
SR21008327	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-03	2021-02-09	2022-02-03	"""2508 BEECHMONT AV, CINC - GJ2609331198"""	45230	39.1006363755157	-84.3854459819986	02/03/2021 12:00:00 AM	02/09/2021 12:00:00 AM	02/09/2021 12:00:00 AM
SR21008137	CLOS	"""Building, residential"""	"""BLD-RES"""	"""No hot water since 1-29, hot water tank leaks.Broken windows. Electrical issues-multiple outlets don't work and the lights constantly flicker on & off. No stove."""	Cinc Building Dept	2021-02-02	2021-02-09	2022-02-02	"""1915 DALEWOOD PL - GJ1928339370 """	45237	39.1759271721518	-84.4614902125522	02/02/2021 12:00:00 AM	02/09/2021 12:00:00 AM	02/09/2021 12:00:00 AM
SR21007548	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-01-31	2021-02-09	2022-01-31	"""2734 ENSLIN ST, CINC - GJ1370534262"""	45225	39.131342948632	-84.5276170197915	01/31/2021 12:00:00 AM	02/09/2021 12:00:00 AM	02/09/2021 12:00:00 AM
SR21005694	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-01-25	2021-02-09	2022-01-25	"""817 OVERLOOK AV, CINC - GJ0750231765"""	45238	39.1103609852191	-84.6000850505062	01/25/2021 12:00:00 AM	02/09/2021 12:00:00 AM	02/09/2021 12:00:00 AM
SR21005810	OPEN	"""Building, residential"""	"""BLD-RES"""	"""No hot water."""	Cinc Building Dept	2021-01-25	2021-02-09	2022-01-25	"""810 N FRED SHUTTLESWORTH CIR - GJ1728536829 """	45229	39.1535605564729	-84.4854192101564	01/25/2021 12:00:00 AM	02/09/2021 12:00:00 AM	02/09/2021 12:00:00 AM
SR21003011	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Reissue conditions under B201900268 to update ownership"""	Cinc Building Dept	2021-01-13	2021-02-09	2022-01-13	"""2508 BEECHMONT AV - GJ2609131198 """	45230	39.1006248793168	-84.3854773944944	01/13/2021 12:00:00 AM	02/09/2021 12:00:00 AM	02/09/2021 12:00:00 AM
SR21001730	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-01-08	2021-02-09	2022-01-08	"""242 NORTHERN AV, CINC - GJ1575835748"""	45229	39.144210334949	-84.5034027570433	01/08/2021 12:00:00 AM	02/09/2021 12:00:00 AM	02/09/2021 12:00:00 AM
SR21000873	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-01-05	2021-02-09	2022-01-05	"""2504 FORTHMANN PL, CINC - GJ0930534376"""	45211	39.1334335283198	-84.5784454345639	01/05/2021 12:00:00 AM	02/09/2021 12:00:00 AM	02/09/2021 12:00:00 AM
SR21010086	NEW	"""Sign Shop,Internal New Request"""	"""SGNSHPNI"""	"""Fire Decals for the Body Shop. See email from Dave Hadsell."""	Public Services	2021-02-10	2021-02-10	2022-02-10	"""3300 COLERAIN AV - GJ1278335589 """	45225	39.1435054955578	-84.5378569044142	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM
SR21010074	NEW	"""Building, facade/fire escape"""	"""BLDFRFAC"""	"""Reissue BF16000573 due to ownership change"""	Cinc Building Dept	2021-02-10	2021-02-10	2022-02-10	"""1760 QUEEN CITY AV - GJ1125033611 """	45214	39.1260689290167	-84.5562047256248	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM
SR21010091	NEW	"""Sign Shop,Internal New Request"""	"""SGNSHPNI"""	"""Fire Decals. See email from Dave Hadsell."""	Public Services	2021-02-10	2021-02-10	2022-02-10	"""3300 COLERAIN AV - GJ1278335589 """	45225	39.1435054955578	-84.5378569044142	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM
SR21010180	NEW	"""Building, residential"""	"""BLD-RES"""	"""No hot water for 6 days."""	Cinc Building Dept	2021-02-10	2021-02-10	2022-02-10	"""7320 READING RD - GJ1942341556 """	45237	39.1955777452607	-84.4591624572674	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM
SR21010093	NEW	"""Sign Shop,Internal New Request"""	"""SGNSHPNI"""	"""MSD decals for the Body Shop. See email from Dave Hadsell."""	Public Services	2021-02-10	2021-02-10	2022-02-10	"""3300 COLERAIN AV - GJ1278335589 """	45225	39.1435054955578	-84.5378569044142	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM
SR21010081	NEW	"""Sign Shop,Internal New Request"""	"""SGNSHPNI"""	"""Recreation decals for the Body Shop. Please see the email from Dave Hadsell."""	Public Services	2021-02-10	2021-02-10	2022-02-10	"""3300 COLERAIN AV - GJ1278335589 """	45225	39.1435054955578	-84.5378569044142	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM
SR21010191	NEW	"""Building, residential"""	"""BLD-RES"""	"""No hot water."""	Cinc Building Dept	2021-02-10	2021-02-10	2022-02-10	"""1857 SECTION RD - GJ1979641714 """	45237	39.1968981090025	-84.4548016459833	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM
SR21010270	NEW	"""Building, residential"""	"""BLD-RES"""	"""Bathroom floor has hole in it. Sewage smell in the basement. Drinking water needs to be tested, she believes that her drinking water is making sick. """	Cinc Building Dept	2021-02-10	2021-02-10	2022-02-10	"""274 STARK ST - GJ1404432986 """	45214	39.1197680227835	-84.5241067482922	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM
SR21008808	OPEN	"""Building, residential"""	"""BLD-RES"""	"""No heat."""	Cinc Building Dept	2021-02-05	2021-02-10	2022-02-05	"""4510 COLERAIN AV - GJ1128938293 """	45223	39.1682155213474	-84.5542943484782	02/05/2021 12:00:00 AM	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM
SR21008321	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Outside; the """"sewage drain"""" constantly backs up and floods into the street &  building causing flodding & damage to the unit. """	Cinc Building Dept	2021-02-03	2021-02-10	2022-02-03	"""2000 WESTWOOD NORTHERN BLVD - GJ1098435616 """	45225	39.1441898844807	-84.5586568505472	02/03/2021 12:00:00 AM	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM
SR21007995	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Ceiling leaks throughout the apartment. Ceiling has cracks. Water damage on the ceiling and walls. Bedroom closet ceiling has a huge crack and leaks. """	Cinc Building Dept	2021-02-02	2021-02-10	2022-02-02	"""5424 HAMILTON AV - GJ1197340588 """	45224	39.1887102412254	-84.5456650766163	02/02/2021 12:00:00 AM	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM
SR21007632	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Hallway ceiling & walls leaks. Secondary bedroom ceiling & walls leaks.  """	Cinc Building Dept	2021-02-01	2021-02-10	2022-02-01	"""5491 GLENGATE LN - GJ2158939193 """	45212	39.1737514202679	-84.4348795439883	02/01/2021 12:00:00 AM	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM
SR21007550	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-01-31	2021-02-10	2022-01-31	"""2734 ENSLIN ST, CINC - GJ1370534262"""	45225	39.131342948632	-84.5276170197915	01/31/2021 12:00:00 AM	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM
SR21003118	OPEN	"""Building, residential"""	"""BLD-RES"""	"""No heat for 3 weeks."""	Cinc Building Dept	2021-01-13	2021-02-10	2022-01-13	"""3418 READING RD - GJ1674235506 """	45229	39.1417820925982	-84.4921152281006	01/13/2021 12:00:00 AM	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM
SR21002018	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-01-09	2021-02-10	2022-01-09	"""2201 HARRISON AV, CINC - GJ0972734421"""	45211	39.1337327488272	-84.5735456215948	01/09/2021 12:00:00 AM	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM
SR21001515	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Doing work without permits. They are digging a deep hole in the back yard."""	Cinc Building Dept	2021-01-07	2021-02-10	2022-01-07	"""4220 ROSE HILL AV - GJ1699437719 """	45229	39.1616451918279	-84.4884944002054	01/07/2021 12:00:00 AM	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM
SR21001096	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Bathroom ceiling leaking and collapsed. Leak underneath the kitchen sink"""	Cinc Building Dept	2021-01-06	2021-02-10	2022-01-06	"""3183 FERNCREST CT - GJ0878335806 """	45211	39.1464251209369	-84.5840388757753	01/06/2021 12:00:00 AM	02/10/2021 12:00:00 AM	02/10/2021 12:00:00 AM
SR21010515	NEW	"""Building, residential"""	"""BLD-RES"""	"""No heat"""	Cinc Building Dept	2021-02-11	2021-02-11	2022-02-11	"""1816 LOSANTIVILLE AV - GJ1944541241 """	45237	39.192737810706	-84.4590162073	02/11/2021 12:00:00 AM	02/11/2021 12:00:00 AM	02/11/2021 12:00:00 AM
SR21009424	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Hole in hallway Leak in bedroom. Ceiling fell in. put dry erase board in ceiling."""	Cinc Building Dept	2021-02-08	2021-02-11	2022-02-08	"""3019 BRACKEN WOODS LN - GJ0890635332 """	45211	39.1421278825807	-84.5827688222988	02/08/2021 12:00:00 AM	02/11/2021 12:00:00 AM	02/11/2021 12:00:00 AM
SR21008446	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Plumbing issues. Whenever the neighbors their toilet it backs up into callers toilet & sink and will flood over and runs into the basement. Basement ceiling has a hole where the leaks have occurred."""	Cinc Building Dept	2021-02-03	2021-02-11	2022-02-03	"""4808 HAWAIIAN TER - GJ1072240034 """	45223	39.1840294308909	-84.5603110997076	02/03/2021 12:00:00 AM	02/11/2021 12:00:00 AM	02/11/2021 12:00:00 AM
SR21008053	CLOS	"""Building, residential"""	"""BLD-RES"""	"""No hot water"""	Cinc Building Dept	2021-02-02	2021-02-11	2022-02-02	"""3189 FERNCREST CT - GJ0887835793 """	45211	39.1462882977713	-84.5829414586676	02/02/2021 12:00:00 AM	02/11/2021 12:00:00 AM	02/11/2021 12:00:00 AM
SR21008012	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Ceilings have holes & leaks and making it cold in the unit. Maintenance cut a hole into ceiling to look for the leak and did not repair the hole. Basement has mold issues. No hot water. Insufficient Heat."""	Cinc Building Dept	2021-02-02	2021-02-11	2022-02-02	"""108 RION LN - GJ1578937385 """	45217	39.1589346485716	-84.5025348848841	02/02/2021 12:00:00 AM	02/11/2021 12:00:00 AM	02/11/2021 12:00:00 AM
SR21007747	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Building F. Basement apartment.No heat. Holes in walls. Eletrical issues, switches shock you when you use. Nails sticking out of the baseboard. Bathroom tiles are falling off. Outlets have no coverings. Kitchen sink pipe leaks causing water damage to flooring. Carpet is mildewed from the water damage. Holes in the windows.  """	Cinc Building Dept	2021-02-01	2021-02-11	2022-02-01	"""2400 HARRISON AV - GJ0926435157 """	45211	39.1404710787047	-84.5786781693714	02/01/2021 12:00:00 AM	02/11/2021 12:00:00 AM	02/11/2021 12:00:00 AM
SR21007787	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Water gushes from a pipe that is located between 1845 and 1849 Sunnybrook Dr or 1849 and 1853 Sunnybrooke Dr (caller wasn't sure which address) onto the street & sidewalk and has frozen over causing slipping and sliding issues for the residents on the street."""	Cinc Building Dept	2021-02-01	2021-02-11	2022-02-01	"""1849 SUNNYBROOK DR - GJ1986142825 """	45237	39.2068912719241	-84.4536925032004	02/01/2021 12:00:00 AM	02/11/2021 12:00:00 AM	02/11/2021 12:00:00 AM
SR21007559	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-01-31	2021-02-11	2022-01-31	"""2992 WOODROW AV, CINC - GJ0866535270"""	45211	39.1416381283334	-84.5855686508094	01/31/2021 12:00:00 AM	02/11/2021 12:00:00 AM	02/11/2021 12:00:00 AM
SR21007560	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-01-31	2021-02-11	2022-01-31	"""2986 WOODROW AV, CINC - GJ0866735249"""	45211	39.1414489190233	-84.5855524578479	01/31/2021 12:00:00 AM	02/11/2021 12:00:00 AM	02/11/2021 12:00:00 AM
SR21004879	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Inspect to update conditions & reissue B202005067 due to ownership change"""	Cinc Building Dept	2021-01-21	2021-02-11	2022-01-21	"""2986 WOODROW AV - GJ0866735250 """	45211	39.1414489190233	-84.5855524578479	01/21/2021 12:00:00 AM	02/11/2021 12:00:00 AM	02/11/2021 12:00:00 AM
SR21000260	CLOS	"""Bike rack, new"""	"""BKRCKRQS"""	"""Transfer: 01/04/2021 1:06 PM/SGOODWINREFER TO T & E - Request entered through the Web. Refer to Intake Questions for further description."""	Dept of Trans and Eng	2021-01-03	2021-02-11	2022-01-04	"""2621 SHORT VINE ST, CINC - """	45219	39.1299849877061	-84.5100284826258	01/03/2021 12:00:00 AM	02/11/2021 12:00:00 AM	02/11/2021 12:00:00 AM
SR21011229	NEW	"""Exit, blocked """	"""EXIT_B"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Fire Dept	2021-02-12	2021-02-12	2022-02-12	"""1803 SYCAMORE ST, CINC - GJ1522232769"""	45219	39.1175212348418	-84.5105536375386	02/12/2021 12:00:00 AM	02/12/2021 12:00:00 AM	02/12/2021 12:00:00 AM
SR21009341	OPEN	"""Building, residential"""	"""BLD-RES"""	"""NO HEAT"""	Cinc Building Dept	2021-02-08	2021-02-12	2022-02-08	"""1944 HIGHLAND AV - GJ1581932796 1"""	45219	39.1176132097533	-84.5036569303901	02/08/2021 12:00:00 AM	02/12/2021 12:00:00 AM	02/12/2021 12:00:00 AM
SR21008773	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-04	2021-02-12	2022-02-04	"""1130 DRAPER ST, CINC - GJ1306033826"""	45214	39.1275737285651	-84.5352090917387	02/04/2021 12:00:00 AM	02/12/2021 12:00:00 AM	02/12/2021 12:00:00 AM
SR21011400	NEW	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-13	2021-02-13	2022-02-13	"""2214 PARK AV, CINC - GJ1730333180"""	45206	39.1207065252019	-84.4863708523644	02/13/2021 12:00:00 AM	02/13/2021 12:00:00 AM	02/13/2021 12:00:00 AM
SR21011560	NEW	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-15	2021-02-15	2022-02-15	"""6335 IRIS AV, CINC - GJ2289140812"""	45213	39.188000187224	-84.4192717718245	02/15/2021 12:00:00 AM	02/15/2021 12:00:00 AM	02/15/2021 12:00:00 AM
SR21011904	NEW	"""Smoke detector, missing/damagd"""	"""SMOKEDET"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Fire Dept	2021-02-16	2021-02-16	2022-02-16	"""2455 WESTWOOD NORTHERN BLVD, CINC - """	45211	39.1450788266997	-84.5776434778255	02/16/2021 12:00:00 AM	02/16/2021 12:00:00 AM	02/16/2021 12:00:00 AM
SR21011846	NEW	"""Building, residential"""	"""BLD-RES"""	"""No heat for 16 days. """	Cinc Building Dept	2021-02-16	2021-02-16	2022-02-16	"""3501 SECTION RD - GJ2320641502 """	45237	39.1941275892442	-84.4154193741856	02/16/2021 12:00:00 AM	02/16/2021 12:00:00 AM	02/16/2021 12:00:00 AM
SR21012137	NEW	"""Exit, blocked """	"""EXIT_B"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Fire Dept	2021-02-16	2021-02-16	2022-02-16	"""3423 COLERAIN AV, CINC - GJ1271235813"""	45225	39.1455438291535	-84.5386072610619	02/16/2021 12:00:00 AM	02/16/2021 12:00:00 AM	02/16/2021 12:00:00 AM
SR21012109	NEW	"""Sign Shop,Internal New Request"""	"""SGNSHPNI"""	"""SR for DPS, recreation pick-up trucks, a recreation trailer & a MSD gator decals. Contact Doug Pierani."""	Public Services	2021-02-16	2021-02-16	2022-02-16	"""3300 COLERAIN AV - GJ1278335589 """	45225	39.1435054955578	-84.5378569044142	02/16/2021 12:00:00 AM	02/16/2021 12:00:00 AM	02/16/2021 12:00:00 AM
SR21012019	NEW	"""Exit, blocked """	"""EXIT_B"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Fire Dept	2021-02-16	2021-02-16	2022-02-16	"""207 KEMP AL, CINC - """	45202	39.1128591798487	-84.5198010201331	02/16/2021 12:00:00 AM	02/16/2021 12:00:00 AM	02/16/2021 12:00:00 AM
SR21012107	NEW	"""Sign Shop,Internal New Request"""	"""SGNSHPNI"""	"""SR for police motorcycle decals. Contact Doug Pierani."""	Public Services	2021-02-16	2021-02-16	2022-02-16	"""3300 COLERAIN AV - GJ1278335589 """	45225	39.1435054955578	-84.5378569044142	02/16/2021 12:00:00 AM	02/16/2021 12:00:00 AM	02/16/2021 12:00:00 AM
SR21010651	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Water leak in bedroom.Top floor"""	Cinc Building Dept	2021-02-11	2021-02-17	2022-02-11	"""948 LUDLOW AV - GJ1304036573 """	45220	39.1522990395451	-84.5345881256554	02/11/2021 12:00:00 AM	02/17/2021 12:00:00 AM	02/17/2021 12:00:00 AM
SR21010911	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Bathroom ceiling collapsed today. Upstairs unit has leaks. """	Cinc Building Dept	2021-02-11	2021-02-17	2022-02-11	"""3549 HARVEY AV - GJ1624836070 """	45229	39.1469818627342	-84.4976446652243	02/11/2021 12:00:00 AM	02/17/2021 12:00:00 AM	02/17/2021 12:00:00 AM
SR21009472	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Inspect to update conditions & reissue B201502359 """	Cinc Building Dept	2021-02-08	2021-02-17	2022-02-08	"""1222 RUTLEDGE AV - GJ0858432212 """	45205	39.1141184646408	-84.587445991667	02/08/2021 12:00:00 AM	02/17/2021 12:00:00 AM	02/17/2021 12:00:00 AM
SR21007754	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-01	2021-02-17	2022-02-01	"""339 PROBASCO ST, CINC - GJ1418334596"""	45220	39.1342343091423	-84.5219877679925	02/01/2021 12:00:00 AM	02/17/2021 12:00:00 AM	02/17/2021 12:00:00 AM
SR21007306	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Upstairs bathroom ceiling leaks every time it rains. Holes in the floors. Mice infestation. Lead issues. """	Cinc Building Dept	2021-01-29	2021-02-17	2022-01-29	"""744 WELLS ST - GJ1013931121 """	45205	39.1039242869437	-84.5698153506519	01/29/2021 12:00:00 AM	02/17/2021 12:00:00 AM	02/17/2021 12:00:00 AM
SR21013076	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Basement apartment. Plumbing issues: Toilet constantly overflows causing flooding into the apartment. Walls have cracks and leaks. Roach & gnat infestation. """	Cinc Building Dept	2021-02-18	2021-02-18	2022-02-18	"""2315 ST JAMES AV - GJ1692733426 """	45206	39.1230114401621	-84.4906491915021	02/18/2021 12:00:00 AM	02/18/2021 12:00:00 AM	02/18/2021 12:00:00 AM
"""	Cinc Building Dept	2021-02-18	2021-02-18	2022-02-18	""2315 ST JAMES AV - GJ1692733426 """""	45206	39.1230114401621	-84.4906491915021	02/18/2021 12:00:00 AM	02/18/2021 12:00:00 AM	02/18/2021 12:00:00 AM									
SR21013234	NEW	"""Exit, blocked """	"""EXIT_B"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Fire Dept	2021-02-18	2021-02-18	2022-02-18	"""2005 S TERALTA CIR, CINC - GJ1016934725"""	45211	39.1363633252482	-84.5683440865365	02/18/2021 12:00:00 AM	02/18/2021 12:00:00 AM	02/18/2021 12:00:00 AM
SR21012770	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Basement apartment. No heat for entire building. Boiler has been out for 4 days."""	Cinc Building Dept	2021-02-17	2021-02-18	2022-02-17	"""761 KINGS RUN DR - GJ1431939817 """	45232	39.1811896240361	-84.5187658017662	02/17/2021 12:00:00 AM	02/18/2021 12:00:00 AM	02/18/2021 12:00:00 AM
SR21010262	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Shower has no hot water. Bathroom pipe under the sink leaks and floods onto the flooring causing water damage to the flooring & carpets. Heater is leaking water. """	Cinc Building Dept	2021-02-10	2021-02-18	2022-02-10	"""2626 HARRISON AV - GJ0847335293 """	45211	39.1418866295483	-84.5877837699736	02/10/2021 12:00:00 AM	02/18/2021 12:00:00 AM	02/18/2021 12:00:00 AM
SR21009359	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-08	2021-02-18	2022-02-08	"""810 N FRED SHUTTLESWORTH CIR, CINC - GJ1728436828"""	45229	39.1535605564729	-84.4854192101564	02/08/2021 12:00:00 AM	02/18/2021 12:00:00 AM	02/18/2021 12:00:00 AM
SR21008287	OPEN	"""Building, residential"""	"""BLD-RES"""	"""No Storm Door. Air coming in through back door."""	Cinc Building Dept	2021-02-03	2021-02-18	2022-02-02	"""2305 MILLVALE CT - GJ1128736224 """	45225	39.149588845273	-84.5549633510351	02/03/2021 12:00:00 AM	02/18/2021 12:00:00 AM	02/18/2021 12:00:00 AM
SR21006810	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Reissue of B201907124 to new owner"""	Cinc Building Dept	2021-01-28	2021-02-18	2022-01-28	"""3628 IDLEWILD AV - GJ1843036012 """	45207	39.1459165874821	-84.4724431540886	01/28/2021 12:00:00 AM	02/18/2021 12:00:00 AM	02/18/2021 12:00:00 AM
SR21007143	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-01-28	2021-02-18	2022-01-28	"""1927 KINNEY AV, CINC - GJ1891634898"""	45207	39.135773402366	-84.467172362052	01/28/2021 12:00:00 AM	02/18/2021 12:00:00 AM	02/18/2021 12:00:00 AM
SR21006310	CLOS	"""Building, residential"""	"""BLD-RES"""	"""No heat for 3 days. """	Cinc Building Dept	2021-01-26	2021-02-18	2022-01-26	"""1820 SUNSET AV - GJ0904433207 """	45205	39.122964033673	-84.5818275175715	01/26/2021 12:00:00 AM	02/18/2021 12:00:00 AM	02/18/2021 12:00:00 AM
SR21005326	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-01-22	2021-02-18	2022-01-22	"""2420 MAY ST, CINC - GJ1653733700"""	45206	39.1255830218522	-84.4950623111683	01/22/2021 12:00:00 AM	02/18/2021 12:00:00 AM	02/18/2021 12:00:00 AM
SR21003524	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-01-14	2021-02-18	2022-01-14	"""1056 DELHI AV, CINC - GJ0932330322"""	45204	39.0969263066399	-84.5794886018214	01/14/2021 12:00:00 AM	02/18/2021 12:00:00 AM	02/18/2021 12:00:00 AM
SR21013728	NEW	"""Building, residential"""	"""BLD-RES"""	"""CO call out by CFD. """	Cinc Building Dept	2021-02-19	2021-02-19	2022-02-19	"""5727 KIPLINGWOOD DR - GJ0961641782 """	45239	39.2000284621928	-84.5725623283174	02/19/2021 12:00:00 AM	02/19/2021 12:00:00 AM	02/19/2021 12:00:00 AM
SR21013641	NEW	"""Building, residential"""	"""BLD-RES"""	"""Electrical final required for work associated with permit 2019P03554"""	Cinc Building Dept	2021-02-19	2021-02-19	2022-02-19	"""6481 LOISWOOD DR - GJ1208242773 """	45224	39.2083533837929	-84.5437202451752	02/19/2021 12:00:00 AM	02/19/2021 12:00:00 AM	02/19/2021 12:00:00 AM
SR21012165	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-16	2021-02-19	2022-02-16	"""2830 HARRISON AV, CINC - GJ0801835465"""	45211	39.1435477128822	-84.5929893386455	02/16/2021 12:00:00 AM	02/19/2021 12:00:00 AM	02/19/2021 12:00:00 AM
SR21011719	CLOS	"""Building, residential"""	"""BLD-RES"""	"""Request entered through the Web. Refer to Intake Questions for further description."""	Cinc Building Dept	2021-02-16	2021-02-19	2022-02-16	"""644 PROBASCO ST, CINC - GJ1362534660"""	45220	39.1349404278708	-84.5284154521097	02/16/2021 12:00:00 AM	02/19/2021 12:00:00 AM	02/19/2021 12:00:00 AM
SR21011278	OPEN	"""Building, residential"""	"""BLD-RES"""	"""Kitchen Ceiling caved in, it hat been leaking for some time."""	Cinc Building Dept	2021-02-12	2021-02-19	2022-02-12	"""2535 BURNET AV - GJ1591933980 """	45219	39.128246059576	-84.5021228537485	02/12/2021 12:00:00 AM	02/19/2021 12:00:00 AM	02/19/2021 12:00:00 AM
